split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_cache_ratings,param_n_epochs,param_lr_all,param_reg_all,param_reg_bu,param_reg_bi,param_lr_bu,param_lr_bi
0.6962744276869873,0.6594463075976563,0.6760137201418324,0.6882271397055321,0.679990398783002,0.013882427327539337,10,1.6161693930625916,0.050209201576158755,0.07012420892715454,0.007376847923826139,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.047, 'reg_bi': 0.023, 'lr_bu': 0.0, 'lr_bi': 0.015}",1,True,577,0.00263,0.00942,0.047,0.023,0.0,0.015
0.7060384732640403,0.6771666970618048,0.6828366970215068,0.7001305047198697,0.6915430930168054,0.011898968234176483,309,1.6551344990730286,0.0750448892667383,0.07188659906387329,0.005663188263595183,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.028, 'reg_bi': 0.034, 'lr_bu': 0.01, 'lr_bi': 0.039}",1,True,577,0.00263,0.00942,0.028,0.034,0.01,0.039
0.7053242557234076,0.6846058105673885,0.6839695461345441,0.7008942533491345,0.6936984664436187,0.009542884873447812,401,1.699924886226654,0.10831125432535639,0.07190722227096558,0.002955961722087139,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.015, 'reg_bi': 0.037, 'lr_bu': 0.047, 'lr_bi': 0.012}",1,True,577,0.00263,0.00942,0.015,0.037,0.047,0.012
0.7027833954458729,0.6736342449866467,0.6853783806925087,0.7018407799965896,0.6909092002804045,0.012139913422612657,280,1.6888355016708374,0.07234355098288855,0.073955237865448,0.0046274349617520215,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.045, 'reg_bi': 0.019, 'lr_bu': 0.034, 'lr_bi': 0.042}",1,True,577,0.00263,0.00942,0.045,0.019,0.034,0.042
0.6995937352112456,0.6720220190959112,0.6785095244078073,0.6940885595384438,0.686053459563352,0.011199265326942869,122,1.710094690322876,0.14409117470900357,0.08419525623321533,0.010978035182237713,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.028, 'reg_bi': 0.017, 'lr_bu': 0.019, 'lr_bi': 0.004}",1,True,577,0.00263,0.00942,0.028,0.017,0.019,0.004
0.7037326624799737,0.68016744992217,0.6791679071442629,0.6979822983656715,0.6902625794780195,0.010793986644501598,261,1.6118101477622986,0.010037547726274996,0.08602523803710938,0.0013612297736544027,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.031, 'reg_bi': 0.025, 'lr_bu': 0.044, 'lr_bi': 0.001}",1,True,577,0.00263,0.00942,0.031,0.025,0.044,0.001
0.6974646176969829,0.6692655420659746,0.6800877173256122,0.6954524341468585,0.685567577808857,0.011565413775570587,107,1.6551623940467834,0.01777728686724048,0.09503006935119629,0.012201293359523753,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.045, 'reg_bi': 0.008, 'lr_bu': 0.028, 'lr_bi': 0.015}",1,True,577,0.00263,0.00942,0.045,0.008,0.028,0.015
0.6972758429466708,0.6697228628176003,0.679509574446976,0.6939276572050422,0.6851089843540724,0.011111790653484898,88,1.662411868572235,0.015952922872078886,0.10813659429550171,0.06156455961994543,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.025, 'reg_bi': 0.01, 'lr_bu': 0.019, 'lr_bi': 0.013000000000000001}",1,True,577,0.00263,0.00942,0.025,0.01,0.019,0.013000000000000001
0.7060935628844472,0.6807085997450594,0.6860391503747927,0.701988531644887,0.6937074611622965,0.010603832239895394,402,1.6447487473487854,0.07119002260836713,0.08596146106719971,0.004913307103037521,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.013000000000000001, 'reg_bi': 0.032, 'lr_bu': 0.034, 'lr_bi': 0.018000000000000002}",1,True,577,0.00263,0.00942,0.013000000000000001,0.032,0.034,0.018000000000000002
0.7036959162044962,0.6752868006118746,0.6818114419699244,0.6982007187664107,0.6897487193881765,0.011598578145935363,243,1.6628682017326355,0.042055693665075757,0.08947688341140747,0.0104108153017543,"{'n_factors': 1, 'cache_ratings': True, 'n_epochs': 577, 'lr_all': 0.00263, 'reg_all': 0.00942, 'reg_bu': 0.049, 'reg_bi': 0.043000000000000003, 'lr_bu': 0.011, 'lr_bi': 0.006}",1,True,577,0.00263,0.00942,0.049,0.043000000000000003,0.011,0.006
